,text,label_s,label_f,label_h
329,garib ro rahe h or tum jalse kr rhe ho,0,0,0
330,mananiy pradhan mantriji apko salam our ramajan eid mubarak,0,1,0
331,bharatakke bapa randi magana illi raitaru sayakattaru,0,0,0
332,ohhhh bsss krrrr modi tenu ghuman toh sivva horr koi kmmm h k,0,1,0
333,iske pas or to kam hai nhi chla hai for en countrys,0,1,0
334,desh ki badkismati  chai wala pmor padha likha pm maun,0,1,0
335,congratulation sir ji,0,0,0
336,ghen ke lund apni bhen chuda rha h randi ke,0,0,0
337,extremist prick with hateful ideologies and hostile intentions towards neighbors ultimate dueschbag,0,0,0
338,hiii kam chhe,1,1,0
339,i heartly salute you mr prime minister aapka karyakal bharat varsh ke itihas me savarnim yug sabit hoga jai hind,0,1,0
340,modi ji aap ko sabhi ne vishvas kiya hai but us par pani phirte dekh rahe hai mp balaghat mai pani ki tenk kitne dino se saf nahi hui hai bahot log bimariyo ke ghere mai sab aap hi thik kar sakte ho,0,1,0
341,chaye bechate bechate desh mat bej dena,0,0,0
342,mera bharat mahan   modi ji saccha insan  des ki dilayange sahi pehchanjai hind jai bharat,0,0,0
343,modiji govt wonderful programs  jaadu apka safai aapkaswach bharat paisa apka account apkajhan dhan body apka mat apkayoga day beti apka responsibility apkabeti bachao beti padau mobile apka beti apka aur selfie be apkasave girl child program amazing fekuji,0,1,0
344,acche din aa gye ,0,1,0
345,hiii modi jee kyai say ho aap hamarai bihar say aapko jada vott millai to bihar ko hi vull gyai hai pleace bihar ko taraki mai kijeeyai jaai say gujart ko tarrki mai kyahai,0,1,0
346,kabhi to indiya me raho modi ji kasmir hamara janam shid adikar he  sal kangres ne bevkuf banaya ap ko jitaya he ab visvas mat todana piliz sar jitni bhi galt dhara he kasmir me use hatao baki des to ham yowa chalahi lenge,0,1,0
347,aap ki tarah hi kisaan b hard work kar raha h lekin bachche plane m dikkat ho rahi h kisaano ko,0,0,0
348,ham log apane aap ko bhagy sali samajte hai ki desh ko aap jaise pm mile jay hind,0,0,0
349,desh aapko pakar dhanya hua the iron man,0,0,0
350,sir m aapka chuta sa fan hu par kuch bhe kar sakta hu,0,1,0
351,kesi randi ka bacha ,0,0,0
352,mujhe apna bussnies start karen keep lite  lakes ki jarurat hai,1,0,0
353,apke aane se sir hamaredesh ko freedom mil gayi hai,0,1,0
354,ek bar bihar ko bhi dakhie,1,1,0
355,modiji hamari ek gujaris hain ke hum ek sangsthan khulna chahati hain ke nij nij elakaomain sari lokoko help karna or iske liye help ki proyjon hain,1,0,0
356,puraa vishwa aaj bharat ki or dekh rahaa h ,0,0,0
357,bharatmata lovely son modi jaihoo,0,1,0
358,kya hua apka wada woh kasam woh irada,0,0,0
359,kya ji modi ji mast lag rhe ho,0,0,0
360,home guard logo ki bhalaye karo pechele baad me bade bade kaam kernachotta sa kaam kerdo pechele,0,1,0
361,bhus bhar  ink daath milkar dushyon kaa,0,0,0
362,coro or kutto pr brosa mt kro,0,0,0
363,sir plz jhansi ki bijli vyavstha thik krane ki kripa kre  dhnyevad,1,1,0
364,sir aapne skill devlopment programe lunch kiye jisase karoro logo ko rojgar milega  thanks sir,1,1,0
365,sir swach bharat mission ko gawon se shahro ki taraf lao sir mission ki jinmedaari nagar nigam or parishd ko uttardaitav do thanks,0,0,0
366,sabka sath sabka vikasgud,0,1,0
367,kyo modi ji bihar ke yua berojgar hi rhenge bihar ki gandi rajniti me sare yua piss rhe h,0,1,0
368,p m sab aap ips abitabh thakur ki madd kigiye ga,0,0,0
369,vikas ke liye govt ko kathor niym banana chahiye,1,1,0
370,dear prime minister job ke liye b kuch kriye sirf nitiya bnane se rojgar ki samsya hl nhi hogi,0,0,0
371,modi saab g   galla da krah bnayi jayoge  k kuj kroge v,0,1,0
372,sir ab bihar me lalu nitish ka supda saf kro,1,1,0
373,ghar ghar modi hi modi jaha logo ki soch khatm hoti hai modi ji waha se sochana suru karte hai ,0,1,0
374,modi jorj aage bado ham tumhare sath hai jai bharat,0,1,0
375,bjp ko lao beiapam karao phir mader ker aatam hatya batao,0,1,0
376,modi ji aap ka sv asakeam fail hai,0,1,0
377,aapki skill scheme bhut achi helog kam krna sikhenge to km se km berojgar to ni rhengethanks to pm for it,0,1,0
378,modi j jitna aap ki yojna greatest hai hum aap k sath hai sir j,0,1,0
379,desh ka vikas har koi petrol or diseal ke rate bda kar hi kyu krna chahta hai,0,1,0
380,bikaner kb tur h halat kharab h bikaner k  surdhna gav jane wali sadak ka bhi kbi chal ke dekho us sadak pe,0,0,0
381,india digital bana dena modi sarkar pm,0,0,0
382,thnx sir ji,0,1,0
383,kam me visvas karti hai bjp,0,1,0
384,today i am totally confusebcoz mai atal ji ko best pm manta thaab lagta hai modi ji best pm of bharat bolna parega     jai jai ho,0,1,0
385,hum bhuke mur rahe hai sir,0,1,0
386,danyavad bahi ji shubharatri ji,0,0,0
387,modi ji ye galat baat hai jo aapn  crore ka stage lagwa raha han  please think about it,0,0,0
388,mane ajtak kisi pm se iti ke vikas ki bat nahi suni thi muze lagta hai ye ache dino ki survat ho gai hai,0,1,0
389,aadarniy pm ji aapke pas feuchar plan bahuthi aachha hai aapko salam,0,1,0
390,bharat modi ke saath,0,0,0
391,great modi ji duja koi nhi aap jaisa,0,1,0
392,mission acchha hai bas lagu sahi se ho,0,1,0
393,bhul jawo ki satna ka kuchh hoga,0,0,0
394,modi ji agar  sal pahle pm bane hote to aaj india ki tasbeer dusari hoti sayad india china ke barabar me hota,0,1,0
395,ground par karo ye jyada bakwaas karna band karoabhi tak logo ki life par koi fark nahi huwa koi bhi plan ya policy ka ground par jakar feedback liya karopolicy launch karne se ya paise dene se janta ka bhala nahi hota kyuki middle me khane waale bahut hai,0,1,0
396,sir ji namo namohumari muskile kab door hogikaushambi ki light aur road ka sudhar pichle  year se nahi hua,0,1,0
397,modi ji aachi suruwat hai skill india program we heartly congratulated,0,0,0
398,bahut achchhakarya aur bahut achchha hamara sarkar,0,0,0
399,sir kabi jammu kashmir k iti k haalat toh dekho koi staff nahi koi metrial nahi aur aap skill development ki baat karte ho,0,1,0
400,ati sundar sir sabse hatkar vande sir,0,1,0
401,agar modi ji  saal pahle pm bane hote to ham aaj  saal aage hote,0,1,0
402,bjp youth ki skill niche video me dekhiye,1,1,0
403,sir ji namskar   hamari  bjp  party ke kuchha netaon ne party ki chhavi ko badnam kar diya hai ese me unhain unke pado se hataya ja skta hai   jisase dusra koi bhi esa kaam na kare  jai hind  vandematarm,0,1,1
404,sir hum apka sath hain,0,1,0
405,sir aap ghumne ke waza jo bhi ho aap agar odisha ka electricity me sudhar layege to kuch acha hoga or jo baat kiye the aap bo to kabhi nehi ho sakta bas electricity me sudhar dijiye bas,0,1,0
406,aap jaisa pm har desh ko milna chahiye jo apne desh ke future ke liye itni kadi mehnat karke aisi scheme launch kar rhe haiaapko pramaam hai mera pm ji,0,1,0
407,sbi congresio se request h wo skill india mai addmission lekar kuch kaam seekh le khali baithe dimag khurapat krta h ghotale ko apni skill na samze,0,0,0
408,skil india to tab hoga jab india rahega modi g kanhi seej fayar kahi isi naksal waad jai hind,0,0,0
409,bhai jo apno se dur ho toh unka toh yahi ek zariya hai touch me rehne ka,0,1,0
410,then indeed with hardship comes ease indeed with hardship comes ease quran ,1,0,0
411,kya baat hmanwa khush krr diye,0,0,0
412,kash khuda unhe vo samaj do jo mazhab ka galat istmal karke ek ki jagah char char bibio se shadi karke  aurat ki majburi ka faida uthate hai,0,1,0
413,uncle uncle har chiz mein religionreligionkaiko   quran hoya bible aap ache hona pata chalta haibas ushme bhiye sab ghuser diya kaiko d,0,1,0
414,ya allaha sab ko sahe rasta dikha,0,1,0
415,paye kuppi puthe vichil,1,1,0
416,sarkar ko dub marna chahiye ki iss umar mein unhe kaam karna padta hai,0,1,0
417,respect to this madam no offence but gujarat ko to kisi mahapurush ne aisa change kr diya tha ki koi bhi insan slum me ni rehta,0,0,0
418,jai jai garvi gujarat,0,0,0
419,jai bajrang bali,0,1,0
420,aaj to bhakt bhaut khush hongey ,1,0,0
421,ye batao  saal main congress ne kya kiya   ,0,1,0
422,desh chodo pahaley yeh media ko change karo   ,1,1,0
423,bhai yeh sab har police station pe hona chahiya facebbok pe nahi,0,0,0
424,wo sab toh theek hai  but yeh green apple mojito k saath ras malayi kisne mangayi ,1,1,0
425,doosro ka maar ke bana thaa  doosro ka maarne ke chakkar me phasa,0,1,0
426,the logical indian kuch bhi likhte ho  ek bar soch bhi liya kro likhne se pehle,0,1,0
427,samsung galaxy grand max  ka tha sale ke din  ka ho gaya   idr hum pagal nai behte hai sunlo company walon,0,1,0
428,damn thm invisible ninjas cuttin onions,0,0,0
429,i love u salman vaii like i so muchkhuda hamesha apki saath rahegi vai,0,1,0
430,sale salman khan abki dekhna hai ki teri pic kaise hit hogi bina muslim ke sale tum log muslim per daag ho,0,1,0
431,kaheytey ho ki muslim fans pic nahi dekhey to bhi hit hogi,0,1,0
432,salman bhai  mulaqat zaroori hai apse milnii kii lv u bro,0,1,0
433,salman itni problem mei bhi desh ki duty ker rhe hai so why not,0,1,0
434,salman khan bhai ap ko likes or comments km milte hain shah rukh khan ki nisbat,0,0,0
435,hamara bhi kartavya hai clean bharat karana,0,0,0
436,jai ho bharat ki,0,1,0
437,salman khan app next film ki shooting agra city se karna plz sir,1,1,0
438,apun aap ka bahut bada se bada fen h,0,1,0
439,i love salman sirdost na koi manjil he na koi sathi he fir bhi nikal pada udhar se sayad jis ki talash he wahi sathi he wahi manjil heo o jane jana dhunde tujhe diwanasalman sir i love you,0,0,0
440,abe majid se chapal chori nahi hoti jise jarurt hoti he wo lekar jata he,1,1,0
441,ram ram bhai salman,0,1,0
442,salman bhai aapke nagpur bb k promotion aane ka intezar hai,1,1,0
443,humara desh swach rahe ga tabhi humara india sab se uper hoga,0,0,0
444,meko itna gussa araha hai vomit kardugi iske muh mai tabi sudarega kutt#,0,1,0
445,bye sleeping bol de tere tak rahe muj toh bakwas lagta hai naam toh sunna hai bhut bar,0,1,0
446,usse bol de keep distance wid me nonsense admi jo sirf apna kam banta rakhe,0,1,0
447,hath mai hath rakhe baithe milo gye,0,0,0
448,ja rahi hu ek bottle pani pine ab pandey ji khabardar jo issko kabi mere samne laye bhi,0,1,0
449,tum kab jwab doge mujhe,1,0,0
450,meri jaan jo b km krti he vo nice hi hota he,0,1,0
451,tum milna chahte hi nahi kya mujhse,1,1,0
452,jaanma main bol rahi hu ki tum mere twits dekho  ,0,1,0
453,maine kya galti ki hai mujhe kis bat ki sja de rahe ho tum,0,1,0
454,kam hai khatm kar leti hun bad me bat karungi,1,1,0
455,bollywood bhi swachch kara do wo to abhi bhi nanga hi hai,0,1,0
456,mai life me kya karna chahti hun tumse sadi karne ke alawa,0,1,0
457,han businesses women banna chahti hun tumhare chakkar me sab bhul gai hun ek tum ho jise shirf mai hi yad nahi hun,0,0,0
458,salman ji hey,0,1,0
459,salman bhai jan,0,0,0
460,tum q kar rahe ho aisa phone tak nahi karte kya hai ye,1,1,0
461,kya yar hum milne aaye or aap to mile hi nhi,1,0,0
462,suna he ki ap actors log aam janta ko reply nahi karte aisa nahi karna chahiye,1,1,0
463,salman khan aapko aap ka feyn taranam q stail ma dakhna chahta hai ,1,1,0
464,salman sir aap kaise ho plz reply b de diya karo,1,1,0
465,super bajrangibhai jaan super hit movie,0,1,0
466,punjab mein babbu maan aur bombay mein salman jaisa koi nhi hai  in dono jaisa koi aur nhi paida ho sakta  salman bhai ek song babbu maan ka to banta hai apki next movie mein,0,1,0
467,salman bhai agar aap ne apni movie mein babbu maan ka song le liya to kam se kam  laakh fan ek din mein jyada ho jayenge,0,1,0
468,bohat khub salman bhai,0,0,0
469,bhai ak bar haryana me aajao aapko bhut achi khani duga,0,1,0
470,i sapourt u saloo bhai i hole u r bajrangi bhaijan its going,0,0,0
471,i love ur film joi ho bhai hope ur flim bajrangi bhaijan,0,1,0
472,haha im selected  mzaaa aa gya umahhhhh bhai luvv uhh,0,1,0
473,maine bol tum so jao mai subh mangalugi,1,1,0
474,ache se samjha ke chali gyi aur mai so gayi,1,1,0
475,thanx salman bhailove u forever,0,1,0
476,india no star salman bhai,0,0,0
477,bhai jan jindabad,0,0,0
478,hi my cute bandar kha ho kya ho rha hai thik ho miss u sona miss u so much,0,1,0
479,plz cal sallu bhai + bangladesh fan plz cal met u sallu bhai,1,0,0
480,hiii mai ok huiii  ,1,1,0
481,abe tu kutta hai beteri movie flop hogidkhna tere kitne fan kam ho gaye,0,0,0
482,hmmm taliyao ki awaz abi se meko sunayii se rahi hai hall mai sab sirf ek hi baat bolte hai wah bhai wahi mai sharmake chupke se hasti hu aur love u dilse,0,1,0
483,teri picture dekhne jao nah maja a aajaatah hai such iiiiiiii,0,1,0
484,mai suchii boliii sab hall mai bhai bhai wah bhaiii hi bolte hai haste hai josh mai aate hai bhut maja aata hai,0,0,0
485,ek zaroori baat he k koi bhi musalmaan bhai salman khan ki  bajrangi bhaijaan  movie dekhne k liye naa jaae us harami ne musalmano ko challenge kiya hai k wo ,0,1,1
486,abe tu ye sab kisse bat kar rhi hai yar,1,1,0
487,sona last time tu jab ayi thi tab kitna kuch kiya bas ab  chij bach gya hai tu aa ja jaldi plzzzz,1,1,0
488,bhai koi photo jo aap ke dil ke karib ho,0,1,0
489,allah se dua hai ke teri film supper supper supper flap ho malon,0,1,0
490,main hindu hu bhai bajrang bali bhi hindu god hai gau mata ki bali dete ho sir aur bajrangi banate ho,0,1,0
491,aap to supar hit ho aor aapki film supar hit hai,0,0,0
492,meraa paarsal miila,1,0,0
493,sacha bharat india,0,0,0
494,hlooo shalu bhai kya hal h,1,0,0
495,dil kahta h,1,0,0
496,muje pta he aap reply nhi kroge phir bhi apki film achi rhe and mey docter bnna chatha hu dua kro,1,1,0
497,          tum gande pati ho bhot gande i hate u i really hate u,0,0,1
498,meri koi ijjat thodi hai,0,1,0
499,soch or bichar bhai ki tarah rahna chahiye,0,0,0
500,kya baat hain,0,1,0
501,aap jaisa kimti mind sabke pas hona chiye issse bimari nai banti hai,0,1,0
502,nich bhai g,0,0,0
503,meri akhri khosies h ek br tujse sirf milna chate bs,0,1,0
504,i love you salman siraap ki movie dekh raha hu abhi judawa ,0,1,0
505,mera toilet bhi saf ker jana salman khan,0,1,0
506,realllllly loooovvv u salman,0,1,0
507,asli swachhta safai krne se hoti hai sir photo khinchwane se nhi,0,1,0
508,siraapne jo musalmaano ke khilaaf statement diye wo galat he,0,1,0
509,kiya kismat hai,1,1,0
510,isko itna time knha hoga k aap sab ko comments par nazar daleha ha ha ha ha ha,0,1,0
511,hum ko b tho chance dedo yaar salman,0,1,0
512,salei suwar ka pilla  mar jaa aishwarya ke moot mei doob ke cheeh modi aur rss ka nya kutta,0,1,0
513,sir mat bolo sale ko harami hai wo muslman ke name par dhabba hai sala saitan,0,1,0
514,lv u bhai i cnt wait fst dy fst shw bhaiiiiiii,0,1,0
515,kya karne wale ho kuch soche bhi ya koi phark nahi padta,1,0,0
516,bhaiya me bhi kuch karna chata hu plizz  chans me bhai,1,0,0
517,grt super star sallu bhai,0,0,0
518,great salman bai,0,1,0
519,looking soo handsm,0,1,0
520,harami sala salman,0,1,0
521,mera ko bhi ek chance de do bajrangi bhaijaan,1,1,0
522,teri movie flop ho jaye,0,1,0
523,sale tum hrami ho moslim nahi tum saytan ho,0,1,0
524,i love u salman khan ek bar apsa milna cahti hu ya mara sapna ha bas ek bar love u love u love u love u love u so mach salman khan,0,1,0
525,kamal karte ho yr bhai,1,0,0
526,wow kya baat h itne comment maza aagya re baba re from khushi hasan nd my real name ruby hasan,0,1,0
527,kya ye abhiyan abhi bhi jaari h,1,1,0
528,thik h bahi jaan ham ko bhul gye naa,0,1,0
529,hum bhi h raho me kl mene haji ali dargha pe salman bhaijan ko baijat bari hone ki duwa mangi,0,1,0
530,hello sir aap online ataa ho pata b nai chalta kab ataa ho aur chale jaate ho  ,1,1,0
531,arey yo toh apna hi balak se,1,1,0
532,sem  u,1,1,0
533,me delhi se hu aapke security gourd se kaha na usne milne diya or n aaptak msg pahuchaya plz meet me,1,0,0
534,bhar do jholi meri y muhammad mujhko salman sir s milado  jb tak aap bana d n bigri dr s n jao khli,0,1,0
535,salman ke haters ko koi comment hi mat karotottaly ignoredgreat salman,0,0,0
536,bhar do jholi meri ya muhammad mujhko salman sir se milado,0,1,0
537,jabtak public nahi sudrega tabtak kuch nahi ho sakta,0,1,0
538,salman sir me apse milna chahta hu plz mujhe apointment dijiye me realy aapse milna chahta hu plz,1,1,0
539,pls mane call karo pla pls,1,1,0
540,salman sir mera aims pura kardo me aapse milna chahta hu mujh se mil lijiye,1,1,0
541,pls mane call karo,1,1,0
542,sir aap mere lye mere roll model h mai aaapse hi inspire hokar aaj delhi police mai hu and logo ki help karta hukbhi aapse mila to vo mere lye bhagwan se milne k brabar hoga,0,1,0
543,mera bharat mahaan padhega india tabhi to aage badhega india,0,1,1
544, plz salman sir mujhe aapse milne ka moka den,1,1,0
545,bhar do jholi meri ya muhammad mujhko salman bhai se milado,0,1,0
546,please salman sir is garib ke lye bhi time nikalen aapse milne ka apointment den,1,1,0
547,bhar do jholi meri ya muhammad mujhe salman bhai se milado ,0,1,0
548,salman sir aapki life ke  mint meri life anek mint me khushya la sakte he plz sir mil lijiye,0,1,0
549,salmaan sir bole or kaam na hosawal hi nhi ho sktagod sir aap to sirmy god,0,1,0
550,ek rply to kar do salman g  ab to dekho sab ko pta chal gya lakin aap ko kab pta chalega,1,0,0
551,aap to yaar supr hiro ho,0,0,0
552,i iike and love u salman khan aur ha kya such me aap hamare comment padhte ho aap tv par bol rahe the mai sare comment padhta hu ya u hi fake rahe the bhai ,0,1,0
553,apne aqirat ki fiqar karo wanha kon bachega sirf allha tobakarle nada,0,1,0
554,apka fan ho bangladesh me plz cal sallu bhai met u + cal bhai,0,0,0
555,flop jaaigi movie teriaehsan framosh,0,1,0
556,mami papaa   aur bacha party aur sab kaise hai,1,1,0
557,kya socha hai shaadi k bare mai,1,1,0
558,mai jaanti agar tumne use shaadi ki to wo mujhe tum he kabhi baat tak karne nhi degi mujhe pata hai aaj usko meri zarurart hai to wo mujhe itna importants deri,0,1,1
559,aur wo achi ladki hai,0,1,0
560,koi aur pasand aagai ye ek jagah tik nahi sakte tum,0,1,0
561,bhaijan main aapka baut bada fan ho i love u bhaijan jabtak bhaijan he taptak main ho,0,0,0
562,salman g meri asiqi sirf tumse hai,0,1,0
563,kya kah diya sallu bhaijaan,0,1,0
564,asslamu alyekum bhai ek bar jwab jarur do bhai,1,0,0
565,salman bhai sirf sohrat kamane se kuch hoga thoda bahut khuda ko bhi yaad kiya karomahe ramjaan bada hi pak aur touba karne vala mahinaplz ibadat bhaijaan,0,0,0
566,salmaan bhai maine hay kaha tumne javab nhi diya,0,1,0
567,sarukh or amir khan bhi apke samne fel  he,0,1,0
568,mortath kafir hy tu salman kanjr,0,1,0
